Collection_Date,Collection_Location,Sample_ID
25-May-2018,Commencement Bay,Pv18-0268
25-May-2018,Commencement Bay,Pv18-0269
25-May-2018,Commencement Bay,Pv18-0270
25-May-2018,Commencement Bay,Pv18-0271
25-May-2018,Commencement Bay,Pv18-0272
25-May-2018,Commencement Bay,Pv18-0273
25-May-2018,Commencement Bay,Pv18-0274
25-May-2018,Commencement Bay,Pv18-0275
25-May-2018,Commencement Bay,Pv18-0276
25-May-2018,Commencement Bay,Pv18-0277
25-May-2018,Commencement Bay,Pv18-0278
25-May-2018,Commencement Bay,Pv18-0279
25-May-2018,Commencement Bay,Pv18-0280
1-Jun-2018,Cutts Island,Pv18-0281
1-Jun-2018,Cutts Island,Pv18-0282
1-Jun-2018,Cutts Island,Pv18-0283
1-Jun-2018,Cutts Island,Pv18-0284
1-Jun-2018,Cutts Island,Pv18-0285
1-Jun-2018,Cutts Island,Pv18-0286
1-Jun-2018,Cutts Island,Pv18-0287
1-Jun-2018,Cutts Island,Pv18-0288
1-Jun-2018,Cutts Island,Pv18-0289
1-Jun-2018,Cutts Island,Pv18-0290
1-Jun-2018,Cutts Island,Pv18-0291
1-Jun-2018,Cutts Island,Pv18-0292
1-Jun-2018,Cutts Island,Pv18-0293
1-Jun-2018,Commencement Bay,Pv18-0294
1-Jun-2018,Commencement Bay,Pv18-0295
1-Jun-2018,Commencement Bay,Pv18-0296
1-Jun-2018,Commencement Bay,Pv18-0297
1-Jun-2018,Commencement Bay,Pv18-0298
1-Jun-2018,Commencement Bay,Pv18-0299
1-Jun-2018,Commencement Bay,Pv18-0300
1-Jun-2018,Commencement Bay,Pv18-0301
1-Jun-2018,Commencement Bay,Pv18-0302
1-Jun-2018,Commencement Bay,Pv18-0303
1-Jun-2018,Commencement Bay,Pv18-0304
1-Jun-2018,Commencement Bay,Pv18-0305
1-Jun-2018,Commencement Bay,Pv18-0306
1-Jun-2018,Commencement Bay,Pv18-0307
1-Jun-2018,Commencement Bay,Pv18-0308
1-Jun-2018,Commencement Bay,Pv18-0309
1-Jun-2018,Commencement Bay,Pv18-0310
1-Jun-2018,Commencement Bay,Pv18-0311
1-Jun-2018,Commencement Bay,Pv18-0312
1-Jun-2018,Commencement Bay,Pv18-0313
1-Jun-2018,Commencement Bay,Pv18-0314
1-Jun-2018,Commencement Bay,Pv18-0315
1-Jun-2018,Commencement Bay,Pv18-0316
1-Jun-2018,Commencement Bay,Pv18-0317
1-Jun-2018,Commencement Bay,Pv18-0318
1-Jun-2018,Commencement Bay,Pv18-0319
1-Jun-2018,Commencement Bay,Pv18-0320
1-Jun-2018,Commencement Bay,Pv18-0321
1-Jun-2018,Commencement Bay,Pv18-0322
1-Jun-2018,Commencement Bay,Pv18-0323
1-Jun-2018,Gertrude Island,Pv18-0324
1-Jun-2018,Gertrude Island,Pv18-0325
1-Jun-2018,Gertrude Island,Pv18-0326
1-Jun-2018,Gertrude Island,Pv18-0327
1-Jun-2018,Woodard Bay,Pv18-0328
1-Jun-2018,Woodard Bay,Pv18-0329
1-Jun-2018,Woodard Bay,Pv18-0330
1-Jun-2018,Woodard Bay,Pv18-0331
1-Jun-2018,Woodard Bay,Pv18-0332
1-Jun-2018,Woodard Bay,Pv18-0333
1-Jun-2018,Woodard Bay,Pv18-0334
1-Jun-2018,Woodard Bay,Pv18-0335
1-Jun-2018,Woodard Bay,Pv18-0336
1-Jun-2018,Woodard Bay,Pv18-0337
1-Jun-2018,Woodard Bay,Pv18-0338
1-Jun-2018,Woodard Bay,Pv18-0339
1-Jun-2018,Woodard Bay,Pv18-0340
1-Jun-2018,Woodard Bay,Pv18-0341
1-Jun-2018,Woodard Bay,Pv18-0342
1-Jun-2018,Woodard Bay,Pv18-0343
1-Jun-2018,Woodard Bay,Pv18-0344
1-Jun-2018,Woodard Bay,Pv18-0345
1-Jun-2018,Woodard Bay,Pv18-0346
1-Jun-2018,Woodard Bay,Pv18-0347
1-Jun-2018,Woodard Bay,Pv18-0348
1-Jun-2018,Woodard Bay,Pv18-0349
1-Jun-2018,Woodard Bay,Pv18-0350
1-Jun-2018,Eagle Island,Pv18-0351
22-Jun-2018,Woodard Bay,Pv18-0352
22-Jun-2018,Woodard Bay,Pv18-0353
22-Jun-2018,Woodard Bay,Pv18-0354
22-Jun-2018,Woodard Bay,Pv18-0355
22-Jun-2018,Woodard Bay,Pv18-0356
22-Jun-2018,Woodard Bay,Pv18-0357
22-Jun-2018,Woodard Bay,Pv18-0358
22-Jun-2018,Woodard Bay,Pv18-0359
22-Jun-2018,Woodard Bay,Pv18-0360
22-Jun-2018,Woodard Bay,Pv18-0361
22-Jun-2018,Woodard Bay,Pv18-0362
22-Jun-2018,Eagle Island,Pv18-0363
22-Jun-2018,Eagle Island,Pv18-0364
22-Jun-2018,Eagle Island,Pv18-0365
22-Jun-2018,Cutts Island,Pv18-0366
22-Jun-2018,Cutts Island,Pv18-0367
22-Jun-2018,Cutts Island,Pv18-0368
22-Jun-2018,Cutts Island,Pv18-0369
22-Jun-2018,Cutts Island,Pv18-0370
22-Jun-2018,Cutts Island,Pv18-0371
22-Jun-2018,Cutts Island,Pv18-0372
22-Jun-2018,Cutts Island,Pv18-0373
22-Jun-2018,Cutts Island,Pv18-0374
22-Jun-2018,Cutts Island,Pv18-0375
22-Jun-2018,Cutts Island,Pv18-0376
8-Jun-2018,Gertrude Island,Pv18-0377
8-Jun-2018,Gertrude Island,Pv18-0378
8-Jun-2018,Gertrude Island,Pv18-0379
8-Jun-2018,Gertrude Island,Pv18-0380
8-Jun-2018,Gertrude Island,Pv18-0381
8-Jun-2018,Gertrude Island,Pv18-0382
8-Jun-2018,Eagle Island,Pv18-0383
8-Jun-2018,Eagle Island,Pv18-0384
8-Jun-2018,Woodard Bay,Pv18-0385
8-Jun-2018,Woodard Bay,Pv18-0386
8-Jun-2018,Woodard Bay,Pv18-0387
8-Jun-2018,Woodard Bay,Pv18-0388
8-Jun-2018,Woodard Bay,Pv18-0389
8-Jun-2018,Woodard Bay,Pv18-0390
8-Jun-2018,Woodard Bay,Pv18-0391
8-Jun-2018,Woodard Bay,Pv18-0392
8-Jun-2018,Woodard Bay,Pv18-0393
8-Jun-2018,Woodard Bay,Pv18-0394
8-Jun-2018,Woodard Bay,Pv18-0395
8-Jun-2018,Woodard Bay,Pv18-0396
8-Jun-2018,Cutts Island,Pv18-0397
8-Jun-2018,Cutts Island,Pv18-0398
8-Jun-2018,Cutts Island,Pv18-0399
8-Jun-2018,Cutts Island,Pv18-0400
8-Jun-2018,Cutts Island,Pv18-0401
8-Jun-2018,Cutts Island,Pv18-0402
8-Jun-2018,Cutts Island,Pv18-0403
8-Jun-2018,Cutts Island,Pv18-0404
8-Jun-2018,Cutts Island,Pv18-0405
8-Jun-2018,Cutts Island,Pv18-0406
8-Jun-2018,Cutts Island,Pv18-0407
8-Jun-2018,Cutts Island,Pv18-0408
8-Jun-2018,Cutts Island,Pv18-0409
8-Jun-2018,Cutts Island,Pv18-0410
8-Jun-2018,Cutts Island,Pv18-0411
8-Jun-2018,Cutts Island,Pv18-0412
8-Jun-2018,Cutts Island,Pv18-0413
8-Jun-2018,Cutts Island,Pv18-0414
8-Jun-2018,Cutts Island,Pv18-0415
8-Jun-2018,Cutts Island,Pv18-0416
15-Jun-2018,Gertrude Island,Pv18-0417
15-Jun-2018,Gertrude Island,Pv18-0418
15-Jun-2018,Gertrude Island,Pv18-0419
15-Jun-2018,Woodard Bay,Pv18-0420
15-Jun-2018,Woodard Bay,Pv18-0421
15-Jun-2018,Woodard Bay,Pv18-0422
15-Jun-2018,Woodard Bay,Pv18-0423
15-Jun-2018,Woodard Bay,Pv18-0424
15-Jun-2018,Woodard Bay,Pv18-0425
15-Jun-2018,Woodard Bay,Pv18-0426
15-Jun-2018,Cutts Island,Pv18-0427
15-Jun-2018,Cutts Island,Pv18-0428
15-Jun-2018,Cutts Island,Pv18-0429
15-Jun-2018,Cutts Island,Pv18-0430
15-Jun-2018,Cutts Island,Pv18-0431
15-Jun-2018,Cutts Island,Pv18-0432
15-Jun-2018,Cutts Island,Pv18-0433
15-Jun-2018,Cutts Island,Pv18-0434
15-Jun-2018,Cutts Island,Pv18-0435
15-Jun-2018,Cutts Island,Pv18-0436
23-Jul-2018,Eagle Island,Pv18-0437
23-Jul-2018,Eagle Island,Pv18-0438
23-Jul-2018,Eagle Island,Pv18-0439
15-Jun-2018,Commencement Bay,Pv18-0440
15-Jun-2018,Commencement Bay,Pv18-0441
15-Jun-2018,Commencement Bay,Pv18-0442
15-Jun-2018,Commencement Bay,Pv18-0443
15-Jun-2018,Commencement Bay,Pv18-0444
15-Jun-2018,Commencement Bay,Pv18-0445
15-Jun-2018,Commencement Bay,Pv18-0446
15-Jun-2018,Commencement Bay,Pv18-0447
15-Jun-2018,Commencement Bay,Pv18-0448
15-Jun-2018,Commencement Bay,Pv18-0449
15-Jun-2018,Commencement Bay,Pv18-0450
15-Jun-2018,Commencement Bay,Pv18-0451
15-Jun-2018,Commencement Bay,Pv18-0452
15-Jun-2018,Commencement Bay,Pv18-0453
15-Jun-2018,Commencement Bay,Pv18-0454
15-Jun-2018,Commencement Bay,Pv18-0455
15-Jun-2018,Commencement Bay,Pv18-0456
15-Jun-2018,Commencement Bay,Pv18-0457
15-Jun-2018,Commencement Bay,Pv18-0458
15-Jun-2018,Commencement Bay,Pv18-0459
15-Jun-2018,Commencement Bay,Pv18-0460
15-Jun-2018,Commencement Bay,Pv18-0461
15-Jun-2018,Commencement Bay,Pv18-0462
15-Jun-2018,Commencement Bay,Pv18-0463
15-Jun-2018,Commencement Bay,Pv18-0464
15-Jun-2018,Commencement Bay,Pv18-0465
15-Jun-2018,Commencement Bay,Pv18-0466
15-Jun-2018,Commencement Bay,Pv18-0467
15-Jun-2018,Commencement Bay,Pv18-0468
15-Jun-2018,Commencement Bay,Pv18-0469
15-Jun-2018,Commencement Bay,Pv18-0470
15-Jun-2018,Commencement Bay,Pv18-0471
15-Jun-2018,Commencement Bay,Pv18-0472
15-Jun-2018,Commencement Bay,Pv18-0473
15-Jun-2018,Commencement Bay,Pv18-0474
15-Jun-2018,Commencement Bay,Pv18-0475
15-Jun-2018,Commencement Bay,Pv18-0476
15-Jun-2018,Commencement Bay,Pv18-0477
15-Jun-2018,Commencement Bay,Pv18-0478
15-Jun-2018,Commencement Bay,Pv18-0479
15-Jun-2018,Commencement Bay,Pv18-0480
15-Jun-2018,Commencement Bay,Pv18-0481
15-Jun-2018,Commencement Bay,Pv18-0482
15-Jun-2018,Commencement Bay,Pv18-0483
15-Jun-2018,Commencement Bay,Pv18-0484
15-Jun-2018,Commencement Bay,Pv18-0485
15-Jun-2018,Commencement Bay,Pv18-0486
15-Jun-2018,Commencement Bay,Pv18-0487
23-Jul-2018,Cutts Island,Pv18-0488
23-Jul-2018,Cutts Island,Pv18-0489
23-Jul-2018,Cutts Island,Pv18-0490
23-Jul-2018,Cutts Island,Pv18-0491
23-Jul-2018,Cutts Island,Pv18-0492
23-Jul-2018,Cutts Island,Pv18-0493
23-Jul-2018,Cutts Island,Pv18-0494
23-Jul-2018,Cutts Island,Pv18-0495
23-Jul-2018,Cutts Island,Pv18-0496
23-Jul-2018,Cutts Island,Pv18-0497
23-Jul-2018,Cutts Island,Pv18-0498
23-Jul-2018,Cutts Island,Pv18-0499
23-Jul-2018,Cutts Island,Pv18-0500
23-Jul-2018,Cutts Island,Pv18-0501
23-Jul-2018,Cutts Island,Pv18-0502
23-Jul-2018,Cutts Island,Pv18-0503
23-Jul-2018,Cutts Island,Pv18-0504
23-Jul-2018,Cutts Island,Pv18-0505
23-Jul-2018,Cutts Island,Pv18-0506
23-Jul-2018,Cutts Island,Pv18-0507
23-Jul-2018,Cutts Island,Pv18-0508
17-Aug-2018,Cutts Island,Pv18-0509
17-Aug-2018,Cutts Island,Pv18-0510
17-Aug-2018,Cutts Island,Pv18-0511
17-Aug-2018,Eagle Island,Pv18-0512
17-Aug-2018,Woodard Bay,Pv18-0513
17-Aug-2018,Woodard Bay,Pv18-0514
17-Aug-2018,Woodard Bay,Pv18-0515
17-Aug-2018,Woodard Bay,Pv18-0516
17-Aug-2018,Woodard Bay,Pv18-0517
17-Aug-2018,Woodard Bay,Pv18-0518
17-Aug-2018,Woodard Bay,Pv18-0519
17-Aug-2018,Woodard Bay,Pv18-0520
17-Aug-2018,Woodard Bay,Pv18-0521
17-Aug-2018,Woodard Bay,Pv18-0522
17-Aug-2018,Woodard Bay,Pv18-0523
17-Aug-2018,Woodard Bay,Pv18-0524
17-Aug-2018,Woodard Bay,Pv18-0525
17-Aug-2018,Woodard Bay,Pv18-0526
17-Aug-2018,Woodard Bay,Pv18-0527
17-Aug-2018,Woodard Bay,Pv18-0528
17-Aug-2018,Woodard Bay,Pv18-0529
17-Aug-2018,Woodard Bay,Pv18-0530
17-Aug-2018,Woodard Bay,Pv18-0531
17-Aug-2018,Woodard Bay,Pv18-0532
17-Aug-2018,Woodard Bay,Pv18-0533
17-Aug-2018,Woodard Bay,Pv18-0534
17-Aug-2018,Woodard Bay,Pv18-0535
17-Aug-2018,Woodard Bay,Pv18-0536
17-Aug-2018,Woodard Bay,Pv18-0537
17-Aug-2018,Woodard Bay,Pv18-0538
17-Aug-2018,Woodard Bay,Pv18-0539
17-Aug-2018,Woodard Bay,Pv18-0540
17-Aug-2018,Woodard Bay,Pv18-0541
17-Aug-2018,Woodard Bay,Pv18-0542
17-Aug-2018,Woodard Bay,Pv18-0543
17-Aug-2018,Woodard Bay,Pv18-0544
17-Aug-2018,Woodard Bay,Pv18-0545
2-Apr-2018,Woodard Bay,Pv18-0546
2-Apr-2018,Woodard Bay,Pv18-0547
2-Apr-2018,Woodard Bay,Pv18-0548
2-Apr-2018,Woodard Bay,Pv18-0549
2-Apr-2018,Woodard Bay,Pv18-0550
2-Apr-2018,Woodard Bay,Pv18-0551
2-Apr-2018,Woodard Bay,Pv18-0552
2-Apr-2018,Woodard Bay,Pv18-0553
2-Apr-2018,Woodard Bay,Pv18-0554
2-Apr-2018,Woodard Bay,Pv18-0555
2-Apr-2018,Woodard Bay,Pv18-0556
2-Apr-2018,Gertrude Island,Pv18-0557
2-Apr-2018,Gertrude Island,Pv18-0558
2-Apr-2018,Gertrude Island,Pv18-0559
2-Apr-2018,Gertrude Island,Pv18-0560
2-Apr-2018,Gertrude Island,Pv18-0561
2-Apr-2018,Gertrude Island,Pv18-0562
2-Apr-2018,Gertrude Island,Pv18-0563
2-Apr-2018,Gertrude Island,Pv18-0564
20-Apr-2018,Eagle Island,Pv18-0565
20-Apr-2018,Woodard Bay,Pv18-0566
20-Apr-2018,Woodard Bay,Pv18-0567
20-Apr-2018,Woodard Bay,Pv18-0568
20-Apr-2018,Woodard Bay,Pv18-0569
20-Apr-2018,Woodard Bay,Pv18-0570
20-Apr-2018,Woodard Bay,Pv18-0571
20-Apr-2018,Woodard Bay,Pv18-0572
20-Apr-2018,Woodard Bay,Pv18-0573
20-Apr-2018,Woodard Bay,Pv18-0574
20-Apr-2018,Commencement Bay,Pv18-0575
20-Apr-2018,Commencement Bay,Pv18-0576
20-Apr-2018,Commencement Bay,Pv18-0577
20-Apr-2018,Commencement Bay,Pv18-0578
20-Apr-2018,Commencement Bay,Pv18-0579
20-Apr-2018,Commencement Bay,Pv18-0580
20-Apr-2018,Commencement Bay,Pv18-0581
20-Apr-2018,Commencement Bay,Pv18-0582
20-Apr-2018,Commencement Bay,Pv18-0583
20-Apr-2018,Commencement Bay,Pv18-0584
20-Apr-2018,Commencement Bay,Pv18-0585
20-Apr-2018,Commencement Bay,Pv18-0586
20-Apr-2018,Commencement Bay,Pv18-0587
20-Apr-2018,Commencement Bay,Pv18-0588
20-Apr-2018,Commencement Bay,Pv18-0589
20-Apr-2018,Commencement Bay,Pv18-0590
20-Apr-2018,Commencement Bay,Pv18-0591
20-Apr-2018,Commencement Bay,Pv18-0592
20-Apr-2018,Commencement Bay,Pv18-0593
20-Apr-2018,Commencement Bay,Pv18-0594
20-Apr-2018,Commencement Bay,Pv18-0595
20-Apr-2018,Commencement Bay,Pv18-0596
20-Apr-2018,Commencement Bay,Pv18-0597
20-Apr-2018,Commencement Bay,Pv18-0598
20-Apr-2018,Commencement Bay,Pv18-0599
20-Apr-2018,Commencement Bay,Pv18-0600
20-Apr-2018,Commencement Bay,Pv18-0601
20-Apr-2018,Commencement Bay,Pv18-0602
20-Apr-2018,Commencement Bay,Pv18-0603
20-Apr-2018,Commencement Bay,Pv18-0604
20-Apr-2018,Commencement Bay,Pv18-0605
20-Apr-2018,Commencement Bay,Pv18-0606
20-Apr-2018,Commencement Bay,Pv18-0607
20-Apr-2018,Commencement Bay,Pv18-0608
20-Apr-2018,Commencement Bay,Pv18-0609
20-Apr-2018,Commencement Bay,Pv18-0610
20-Apr-2018,Commencement Bay,Pv18-0611
20-Apr-2018,Commencement Bay,Pv18-0612
20-Apr-2018,Commencement Bay,Pv18-0613
20-Apr-2018,Commencement Bay,Pv18-0614
20-Apr-2018,Commencement Bay,Pv18-0615
6-Apr-2018,Commencement Bay,Pv18-0616
6-Apr-2018,Commencement Bay,Pv18-0617
6-Apr-2018,Commencement Bay,Pv18-0618
6-Apr-2018,Commencement Bay,Pv18-0619
6-Apr-2018,Commencement Bay,Pv18-0620
6-Apr-2018,Commencement Bay,Pv18-0621
6-Apr-2018,Commencement Bay,Pv18-0622
6-Apr-2018,Commencement Bay,Pv18-0623
6-Apr-2018,Commencement Bay,Pv18-0624
6-Apr-2018,Commencement Bay,Pv18-0625
6-Apr-2018,Commencement Bay,Pv18-0626
6-Apr-2018,Commencement Bay,Pv18-0627
6-Apr-2018,Commencement Bay,Pv18-0628
6-Apr-2018,Commencement Bay,Pv18-0629
6-Apr-2018,Commencement Bay,Pv18-0630
6-Apr-2018,Commencement Bay,Pv18-0631
6-Apr-2018,Commencement Bay,Pv18-0632
6-Apr-2018,Commencement Bay,Pv18-0633
6-Apr-2018,Commencement Bay,Pv18-0634
6-Apr-2018,Commencement Bay,Pv18-0635
6-Apr-2018,Commencement Bay,Pv18-0636
6-Apr-2018,Commencement Bay,Pv18-0637
6-Apr-2018,Commencement Bay,Pv18-0638
6-Apr-2018,Commencement Bay,Pv18-0639
6-Apr-2018,Commencement Bay,Pv18-0640
6-Apr-2018,Commencement Bay,Pv18-0641
6-Apr-2018,Commencement Bay,Pv18-0642
6-Apr-2018,Commencement Bay,Pv18-0643
6-Apr-2018,Commencement Bay,Pv18-0644
6-Apr-2018,Commencement Bay,Pv18-0645
6-Apr-2018,Commencement Bay,Pv18-0646
6-Apr-2018,Commencement Bay,Pv18-0647
6-Apr-2018,Commencement Bay,Pv18-0648
6-Apr-2018,Commencement Bay,Pv18-0649
6-Apr-2018,Commencement Bay,Pv18-0650
6-Apr-2018,Commencement Bay,Pv18-0651
6-Apr-2018,Commencement Bay,Pv18-0652
6-Apr-2018,Commencement Bay,Pv18-0653
6-Apr-2018,Commencement Bay,Pv18-0654
6-Apr-2018,Commencement Bay,Pv18-0655
6-Apr-2018,Commencement Bay,Pv18-0656
6-Apr-2018,Commencement Bay,Pv18-0657
6-Apr-2018,Commencement Bay,Pv18-0658
6-Apr-2018,Commencement Bay,Pv18-0659
6-Apr-2018,Commencement Bay,Pv18-0660
6-Apr-2018,Commencement Bay,Pv18-0661
6-Apr-2018,Commencement Bay,Pv18-0662
6-Apr-2018,Commencement Bay,Pv18-0663
6-Apr-2018,Commencement Bay,Pv18-0664
6-Apr-2018,Commencement Bay,Pv18-0665
6-Apr-2018,Commencement Bay,Pv18-0666
6-Apr-2018,Commencement Bay,Pv18-0667
6-Apr-2018,Commencement Bay,Pv18-0668
6-Apr-2018,Commencement Bay,Pv18-0669
6-Apr-2018,Commencement Bay,Pv18-0670
6-Apr-2018,Commencement Bay,Pv18-0671
6-Apr-2018,Commencement Bay,Pv18-0672
6-Apr-2018,Commencement Bay,Pv18-0673
6-Apr-2018,Commencement Bay,Pv18-0674
6-Apr-2018,Commencement Bay,Pv18-0675
6-Apr-2018,Commencement Bay,Pv18-0676
6-Apr-2018,Commencement Bay,Pv18-0677
6-Apr-2018,Commencement Bay,Pv18-0678
6-Apr-2018,Commencement Bay,Pv18-0679
6-Apr-2018,Commencement Bay,Pv18-0680
6-Apr-2018,Commencement Bay,Pv18-0681
6-Apr-2018,Commencement Bay,Pv18-0682
6-Apr-2018,Commencement Bay,Pv18-0683
6-Apr-2018,Commencement Bay,Pv18-0684
6-Apr-2018,Commencement Bay,Pv18-0685
6-Apr-2018,Commencement Bay,Pv18-0686
6-Apr-2018,Commencement Bay,Pv18-0687
6-Apr-2018,Commencement Bay,Pv18-0688
6-Apr-2018,Commencement Bay,Pv18-0689
13-Mar-2018,Cutts Island,Pv18-0690
13-Mar-2018,Cutts Island,Pv18-0691
13-Mar-2018,Woodard Bay,Pv18-0692
13-Mar-2018,Woodard Bay,Pv18-0693
13-Mar-2018,Woodard Bay,Pv18-0694
13-Mar-2018,Woodard Bay,Pv18-0695
13-Mar-2018,Woodard Bay,Pv18-0696
13-Mar-2018,Woodard Bay,Pv18-0697
13-Mar-2018,Eagle Island,Pv18-0698
13-Mar-2018,Eagle Island,Pv18-0699
30-Mar-2018,Eagle Island,Pv18-0700
30-Mar-2018,Gertrude Island,Pv18-0701
30-Mar-2018,Gertrude Island,Pv18-0702
30-Mar-2018,Gertrude Island,Pv18-0703
30-Mar-2018,Gertrude Island,Pv18-0704
30-Mar-2018,Gertrude Island,Pv18-0705
30-Mar-2018,Cutts Island,Pv18-0706
30-Mar-2018,Cutts Island,Pv18-0707
30-Mar-2018,Cutts Island,Pv18-0708
26-Mar-2018,Gertrude Island,Pv18-0709
26-Mar-2018,Eagle Island,Pv18-0710
26-Mar-2018,Eagle Island,Pv18-0711
26-Mar-2018,Eagle Island,Pv18-0712
26-Mar-2018,Eagle Island,Pv18-0713
26-Mar-2018,Eagle Island,Pv18-0714
26-Mar-2018,Eagle Island,Pv18-0715
26-Mar-2018,Eagle Island,Pv18-0716
26-Mar-2018,Eagle Island,Pv18-0717
26-Mar-2018,Eagle Island,Pv18-0718
26-Mar-2018,Eagle Island,Pv18-0719
19-Mar-2018,Woodard Bay,Pv18-0720
19-Mar-2018,Woodard Bay,Pv18-0721
19-Mar-2018,Woodard Bay,Pv18-0722
19-Mar-2018,Woodard Bay,Pv18-0723
19-Mar-2018,Woodard Bay,Pv18-0724
19-Mar-2018,Woodard Bay,Pv18-0725
19-Mar-2018,Woodard Bay,Pv18-0726
19-Mar-2018,Woodard Bay,Pv18-0727
19-Mar-2018,Woodard Bay,Pv18-0728
19-Mar-2018,Woodard Bay,Pv18-0729
19-Mar-2018,Woodard Bay,Pv18-0730
19-Mar-2018,Woodard Bay,Pv18-0731
19-Mar-2018,Woodard Bay,Pv18-0732
19-Mar-2018,Cutts Island,Pv18-0733
19-Mar-2018,Cutts Island,Pv18-0734
19-Mar-2018,Cutts Island,Pv18-0735
19-Mar-2018,Cutts Island,Pv18-0736
19-Mar-2018,Cutts Island,Pv18-0737
19-Mar-2018,Cutts Island,Pv18-0738
19-Mar-2018,Cutts Island,Pv18-0739
19-Mar-2018,Eagle Island,Pv18-0740
19-Mar-2018,Eagle Island,Pv18-0741
19-Mar-2018,Eagle Island,Pv18-0742
19-Mar-2018,Eagle Island,Pv18-0743
19-Mar-2018,Eagle Island,Pv18-0744
19-Mar-2018,Gertrude Island,Pv18-0745
19-Mar-2018,Gertrude Island,Pv18-0746
19-Mar-2018,Gertrude Island,Pv18-0747
19-Mar-2018,Gertrude Island,Pv18-0748
19-Mar-2018,Gertrude Island,Pv18-0749
19-Mar-2018,Gertrude Island,Pv18-0750
19-Mar-2018,Gertrude Island,Pv18-0751
19-Mar-2018,Gertrude Island,Pv18-0752
19-Mar-2018,Gertrude Island,Pv18-0753
15-Mar-2018,Commencement Bay,Pv18-0754
15-Mar-2018,Commencement Bay,Pv18-0755
15-Mar-2018,Commencement Bay,Pv18-0756
15-Mar-2018,Commencement Bay,Pv18-0757
15-Mar-2018,Commencement Bay,Pv18-0758
15-Mar-2018,Commencement Bay,Pv18-0759
15-Mar-2018,Commencement Bay,Pv18-0760
15-Mar-2018,Commencement Bay,Pv18-0761
15-Mar-2018,Commencement Bay,Pv18-0762
15-Mar-2018,Commencement Bay,Pv18-0763
15-Mar-2018,Commencement Bay,Pv18-0764
15-Mar-2018,Commencement Bay,Pv18-0765
15-Mar-2018,Commencement Bay,Pv18-0766
15-Mar-2018,Commencement Bay,Pv18-0767
15-Mar-2018,Commencement Bay,Pv18-0768
15-Mar-2018,Commencement Bay,Pv18-0769
15-Mar-2018,Commencement Bay,Pv18-0770
15-Mar-2018,Commencement Bay,Pv18-0771
15-Mar-2018,Commencement Bay,Pv18-0772
15-Mar-2018,Commencement Bay,Pv18-0773
15-Mar-2018,Commencement Bay,Pv18-0774
15-Mar-2018,Commencement Bay,Pv18-0775
15-Mar-2018,Commencement Bay,Pv18-0776
15-Mar-2018,Commencement Bay,Pv18-0777
15-Mar-2018,Commencement Bay,Pv18-0778
15-Mar-2018,Commencement Bay,Pv18-0779
15-Mar-2018,Commencement Bay,Pv18-0780
15-Mar-2018,Commencement Bay,Pv18-0781
15-Mar-2018,Commencement Bay,Pv18-0782
15-Mar-2018,Commencement Bay,Pv18-0783
15-Mar-2018,Commencement Bay,Pv18-0784
15-Mar-2018,Commencement Bay,Pv18-0785
15-Mar-2018,Commencement Bay,Pv18-0786
15-Mar-2018,Commencement Bay,Pv18-0787
15-Mar-2018,Commencement Bay,Pv18-0788
15-Mar-2018,Commencement Bay,Pv18-0789
15-Mar-2018,Commencement Bay,Pv18-0790
15-Mar-2018,Commencement Bay,Pv18-0791
15-Mar-2018,Commencement Bay,Pv18-0792
15-Mar-2018,Commencement Bay,Pv18-0793
15-Mar-2018,Commencement Bay,Pv18-0794
15-Mar-2018,Commencement Bay,Pv18-0795
15-Mar-2018,Commencement Bay,Pv18-0796
15-Mar-2018,Commencement Bay,Pv18-0797
15-Mar-2018,Commencement Bay,Pv18-0798
15-Mar-2018,Commencement Bay,Pv18-0799
15-Mar-2018,Commencement Bay,Pv18-0800
15-Mar-2018,Commencement Bay,Pv18-0801
15-Mar-2018,Commencement Bay,Pv18-0802
15-Mar-2018,Commencement Bay,Pv18-0803
15-Mar-2018,Commencement Bay,Pv18-0804
15-Mar-2018,Commencement Bay,Pv18-0805
15-Mar-2018,Commencement Bay,Pv18-0806
15-Mar-2018,Commencement Bay,Pv18-0807
15-Mar-2018,Commencement Bay,Pv18-0808
15-Mar-2018,Commencement Bay,Pv18-0809
15-Mar-2018,Commencement Bay,Pv18-0810
15-Mar-2018,Commencement Bay,Pv18-0811
15-Mar-2018,Commencement Bay,Pv18-0812
15-Mar-2018,Commencement Bay,Pv18-0813
15-Mar-2018,Commencement Bay,Pv18-0814
4-Apr-2018,Red Salmon Slough,Pv18-0815
4-Apr-2018,Red Salmon Slough,Pv18-0816
4-Apr-2018,Red Salmon Slough,Pv18-0817
4-Apr-2018,Red Salmon Slough,Pv18-0818
4-Apr-2018,Red Salmon Slough,Pv18-0819
4-Apr-2018,Red Salmon Slough,Pv18-0820
24-Apr-2018,Seal Beach,Pv18-0821
24-Apr-2018,Seal Beach,Pv18-0822
24-Apr-2018,Seal Beach,Pv18-0823
24-Apr-2018,Seal Beach,Pv18-0824
24-Apr-2018,Red Salmon Slough,Pv18-0825
24-Apr-2018,Red Salmon Slough,Pv18-0826
24-Apr-2018,Red Salmon Slough,Pv18-0827
24-Apr-2018,Red Salmon Slough,Pv18-0828
24-Apr-2018,Red Salmon Slough,Pv18-0829
24-Apr-2018,Red Salmon Slough,Pv18-0830
24-Apr-2018,Red Salmon Slough,Pv18-0831
